wav,strength,id
8209.85,-3,of
8210.321,a,Atm
8211.05,-3NN,©
8211.151,-2N,Atm
8211.57,-3,
8212.132,5,Atm
8212.55,-3,Zr
8213.041,9N,Mg
8213.85,-1d,Atm o
8214.413,a,Atm
8214.71,-3,of
8215.155,3N,©
8215.798,-2,
8216.303,-2,N
8216.975,-2,Atm
8218.1148,10,Atm
8218.51,-2,©
8219.71,-2,o
8220.388,10,Fe
8221.5538,6,Atm
8222.7,-3,o
8222.88,-3,N
8223.99,8,Atm
8224.46,a,Atm
8224.82,-3,of
8225.124,-2,0?
8226.962,(20),Atm
8227.25,-2,
8227.986,7,Atm
8228.761,8,Atm
8228.86,-3,
8229.27,-3,
8229.762,8,Atm
8230.486,a,Atm
8230.63,-3,S1
8231.289,9,Atm
8231.703,8,Atm
8232.319,5,Fe
8232.34,-3,Atm?
8233.906,8,Atm
8234.628,3,Atm
8235.34,-3,07
8235.81,-3,Cr?
8236.121,2,Atm
8237.3418,5,Atm
8238.32,P8,Atm
8238.538,-1,Atm
8239.1328,2,Fe
8239.924,4,Atm
8240.379,-3,of
8241.277,-2,Atm
8241.6,,V
8241.765,-3,of
8242.365,2d,Atm
8243.13,a,Atm
8243.488,9,Atm
8244.05,-2N,Atm
8244.75,-3N,Atm
8245.28,-3N,Atm
8245.84,-3N,Atm
8246.629,1,Atm
8246.81,-3,©
8247.307,-3,©
8247.85,-3,Atm
8248.137,4,Fe
8248.802,4,.o
8249.62,-3,Atm
8250.38,-2,o
8250.99,-2,
8251.636,-3,o
8252.02,-3,o
8252.7278,6,Atm
8253.6,,V
8253.81,-3,Fe p
8254.32,-3,Fe
8254.681,1,©
8255.57,-3,of
8256.0,,V
8256.515,(20),Atm
8257.283,-3,o
8257.51,-3,o
8257.86,2,Atm
8258.4,-3d,o
8258.72,-3,
8259.6928,8,Atm
8260.355,0,Atm
8260.79,-2,Atm?
8261.0,-3N,Atm
8261.849,-1,Cr?
8262.733,-1N,Atm
8263.445,7,Atm
8263.85,0,Fe P
8264.276,0,Fe
8264.642,-1,Atm
8264.969,0,Atm
8265.69,-3N,of
8266.433,-1,©
8267.118,-1,o
8268.073,-1,©
8303.17,-3,Fe p
8303.39,-2,Atm
8304.3,6,Atm
8305.092,12,Atm
8305.617,-1,©
8306.2,-3,Atm?
8306.41,-3,0?Atm?
8306.699,-2,Atm
8307.12,-3,Atm?
8307.54,,T1
8307.603,0,Atm
8308.67,0,Atm
8309.39,-3,of
8309.71,-2,o
8310.115,a ),Atm
8310.252,2,©
8310.829,-1,Atm
8311.28,-3N,o
8311.767,2,Atm ©
8311.9568,6,Atm
8312.44,-3,
8312.874,-3,
8313.301,-3,©
8313.873,3,Atm
8314.45,-3,o
8314.77,-3,©
8315.67,-3,Atm
8315.927,-1,Atm
8316.2248,5,Atm
8316.3,oT,
8317.02,-3,
8317.394,-3,S17
8318.139,9,Atm
8319.36,-3,©
8320.183,-3,©
8320.443,-3,07
8320.9,-1?,
8321.242,9,Atm
8321.587,10,Atm
8322.527,-3,
8322.924,-3,07
8323.42,-3N,Atm
8324.142,-3,©
8324.608,-2,Atm
8324.99,-3,of
8325.45,-3,©
8325.6888,5,Atm
8325.737,-3,©
8326.316,1,Atm
8326.68,-3,
8327.0618,10,Fe
8328.474,1,Atm
8328.95,-a,
8329.254,-2,Atm
8329.6828,8,Atm
8330.26,-2,©
8330.489,-1,Atm
8331.2,-3,o
8331.432,-3,o
8331.926,6,Fe
8332.145,2,Atm
8332.726,1,Atm
8332.88,-1,o
8333.584,5,Atm
8333.891,-3,Atm
8334.33,,T1
8334.454,2,Atm
8335.15,3N,C
8335.508,3,Atm
8336.108,0,Atm
8336.236,0,©
8336.98,-2,of
8337.1,-2,of
8337.34,-3N,07
8337.916,-3,07
8338.343,-2,S1
8338.666,-1,Atm
8338.902,0,Atm
8339.034,10,Atm
8339.413,4,Fe
8340.5,-1,©
8341.443,0,Atm
8341.874,-1,Atm
8342.29,3,Atm
8342.866,0,Fe
8343.33,-3,of
8343.716,-2,o
8343.932,0,Atm
8344.31,-3,Atm
8344.765,-3,07
8345.19,-3,Fe P
8345.73,-3,©
8346.131,9N,Mg
8346.39,-3N,Atm
8347.326,1,© Atm
8347.829,-2,©
8348.304,0,Cr
8348.72,-3,Atm
8349.02,,Fe p
8349.1628,4,Atm
8349.383,3,Atm
8349.77,-3,Atm
8349.964,-3,Atm
8350.733,-2,o
8351.04,-3,Atm
8351.45,-3N,Atm
8352.18,-3,Atm
8352.43,-3,
8352.806,-2,Atm
8353.123,-2,T1
8353.55,-3,Atm
8353.642,4,Atm
8354.36,-3N,07
8354.723,2,Atm
8355.15,-3,Fe p
8355.36,-3,of
8356.02,-3,Fe p
8356.37,-3,of
8357.04,6,Atm
8357.441,3,Atm
8357.873,-3NN,©
8358.504,1N,Fe p
8359.542,2,Atm
8360.795,2,Fe
8362.0,4,Atm
8362.3025,5,Atm
8362.56,-3N,
8363.254,-3,Atm
8363.58,,T1 p
8363.837,-3,©
8364.243,1,T1
8364.948,-3N,of
8365.64,3,Fe
8366.022,-3,Atm
8366.542,1,Atm
8367.022,-3,Atm
8367.3315,6,Atm
8369.06,-3,Atm
8369.25,-3N,Atm
8369.77,-1 ),Atm
8369.858,-1,Fe p
8370.472,-1,Atm
8370.802,-2,Atm
8371.457,-3N,© Atm
8372.177,-2,Atm?
8372.777,-2,Co
8373.236,-2,Atm
8373.711,5d,Atm
8374.546,1,Atm
8375.713,-1,Atm
8376.187,-2,Atm
8376.3818,4,Atm
8376.594,-2,Atm
8376.9,-3,
8377.16,2,Atm
8377.39,-2,o
8377.87,1,T1
8378.25,ON,©
8379.37,-3,Co?
8379.77,-3,Atm?
8380.68,-3,Mn?
8381.44,1,Atm
8382.217,-3,Fe p
8382.541,1,T1
8382.781,1,T1
8383.302,-3,©
8383.58,-3N,
8383.861,-1,Atm
8384.17,1,Atm
8384.831,-1N,© Atm
8385.48,ON,©?Atm
8385.63,-1,Atm
8386.182,-1,Atm
8386.35,,T1 p
8386.53,-3,07
8386.933,0,Atm
8387.782,10,Fe
8388.328,-3,
8389.19,-3N,07
8389.521,-1,T1
8390.459,-2,©
8391.185,-2,©
8393.68,-2,Atm
8394.02,3,Atm
8394.518,-2,Atm
8394.882,-1,Atm
8395.134,-1,Fe?
8396.9,0,T1
8397.1528,2,Atm
8397.635,0,Atm
8397.99,-3N,Siip
8398.481,-3,©
8399.12,-3,
8399.947,1N,Atm of
8400.64,1,Atm
8401.401,1,Fe
8401.695,-3,Fe p
8402.629,-3,T1-
8403.001,-2,Atm
8404.182,0,Atm
8404.382,0,©
8404.73,-3,
8405.374,3,Atm
8405.665,0,Atm
8407.257,-3,of
8408.229,-1,Atm
8408.55,-1,Atm
8408.755,3,Atm
8409.585,1,Atm
8410.43,-3Nd,©
8411.127,-1,Atm
8411.36,-2,©
8411.62,-3NN,©
8411.93,-3,Atm
8412.356,a,T1
8413.33,-3,Atm
8414.084,0,Zr
8414.59,-3,Atm
8415.45,4,Atm
8416.934,-2N,T1
8417.222,0,N1 Atm
8417.51,,T1
8417.96,-3,S1 p
8418.408,a,Atm
8418.639,2,Atm
8419.292,0,o
8419.59,-3,
8419.872,-1,o
8421.443,Od?,©
8422.412,-3,07
8422.923,1,Fe
8423.14,-2NN,T1-
8423.65,-3,Atm?
8424.139,a,Fe
8425.62,-3,0?
8425.889,-3,Fe P
8426.997,-3NN,o
8427.769,-3,Atm
8428.107,-3,Atm?
8429.595,-1,Atm
8429.967,-3,©
8430.496,-3Nd?,©
8430.798,2,Atm
8431.236,-3,
8432.06,-3,of
8432.389,-2,Atm?
8433.23,-3,
8434.1,-3,
8434.44,-2N,T1
8434.509,Od,Fe p
8434.9688,4,T1
8435.28,-3,Siip
8435.655,3,T1
8436.126,-3,©
8436.376,2,Atm
8436.5143,2,T1
8437.232,-2,of
8437.4,-3,Atm
8437.462,-2,0?
8438.054,1,Atm
8438.64,-3,07
8438.92,-2,T1
8439.581,5,Fe
8440.02,-3N,
8440.4,-30?,
8440.751,1d?,©?Atm
8441.48,-3,o
8441.765,-3,©
8442.476,2,Atm
8443.0,,T1
8443.975,3,S1
8444.377,-3,S1
8444.783,-1,Atm
8445.278,-3,oT
8445.729,-3,of
8446.359,5N,o
8446.741,an,O
8447.12,-3,
8447.34,-3,Fe p
8447.678,-3,Fe p
8482.876,-3,
8483.16,-3,T1
8483.447,-1,
8486.914,2,Atm
8487.62,-3,©
8487.92,-3,
8488.306,-1,Atm
8491.291,-3,
8491.735,1,Atm
8492.082,-2,of
8493.39,-3,
8493.796,0,Fe p
8494.44,,T1
8495.73,-3,
8496.075,-3,T1
8496.483,-1,Fe p
8496.994,a,Fe
8498.062,20,CaII
8499.326,-1,©
8499.883,-1,Atm
8500.33,-3,
8501.553,1,S1
8501.803,-2,-N1
8502.228,3,S1
8502.76,-3,
8503.145,0,Atm
8503.54,-3,
8503.966,-3,of
8504.536,-2,07
8505.112,-2,07
8505.852,1,Atm
8507.7,-3,Atm
8509.65,-1,Fe p
8510.253,-1,07
8510.92,-3,
8511.23,-3,
8511.49,-3,
8511.912,2,Atm
8512.294,1,Atm
8512.97,-3,Fe P
8513.26,-3,
8513.45,-3,
8514.0828,7,Fe
8514.63,-3,Siip
8515.122,5,Fe
8515.63,-3,
8516.007,-1N,0?
8516.75,-3,
8517.295,0,of
8518.011,-2,T1
8518.397,0,T1
8519.1,-3,Fe p
8519.64,a,Atm
8520.73,-3,
8521.219,-2N,of
8522.01,-3,
8522.99,-1NN,o
8523.46,-3,
8525.008,-1,Fe p
8525.5,-3,07
8525.72,-3N,©
8526.02,-3,07
8526.32,-2,of
8526.676,3,Fe
8526.994,-3,Atm
8527.847,O,Fe p
8529.68,-3,©
8529.9,-3,o
8530.17,-3,o
8531.51,-2,T1-
8531.71,-2,o
8533.34,-3,
8534.72,-2,o
8534.781,O,Atm
8535.5,-3N,of
8536.163,3N,S1
8536.68,-3,
8538.021,3,Fe p
8538.77,-3,o
8539.33,-3,T1
8539.888,0,o
8540.817,3,Atm
8542.144,25,CaII
8546.222,-1,Atm
8547.19,-3,
8547.74,-3,
8548.079,-1,T1
8548.863,-3,Cr
8549.188,-3,of
8549.74,-3N,©
8550.366,O,S1 P
8550.52,,T1
8553.762,1,Atm
8554.271,-3,
8555.0,-2,
8555.569,-2,Cr
8556.32,-3,
8556.7978,8N,S1
8558.563,-3,
8559.061,-2,
8559.751,-2,
8560.02,-3,Fe
8560.639,-3,
8561.05,-3,
8561.61,-2,
8562.109,O,Fe P
8562.365,-2,
8563.83,-3,
8564.62,-3,
8565.456,-3d?,T1
8567.043,-3,of
8567.776,-1,Fe p
8568.724,-1,Atm
8569.02,-3,
8569.67,,T1
8571.08,-3,
8571.328,-3,Atm
8571.8078,a,Fe p
8572.23,-3,
8572.65,-3,
8573.141,o,Atm
8573.47,-2,©
8573.96,-3,
8574.538,-3,07
8575.268,-2,07
8575.75,-3,
8576.48,-3,Fe p
8577.19,-3,
8578.43,,T1
8579.08,-2,S1
8581.76,-3N,
8582.2718,6,Fe
8582.857,-3,
8583.31,-1,©
8584.09,-3,
8584.791,-2,Fe p
8585.27,-3,
8585.577,O,S
8586.211,O,N17
8586.64,-3,
8586.9,-3N,Atm?
8587.04,-3,0?
8587.93,-3,
8588.34,-3N,
8589.59,-3N,-Co?
8590.327,-2,
8591.191,-2,
8591.54,-2,Atm?
8592.119,-2,Fe p
8592.969,3N,Fe
8595.07,-3N,Atm?
8595.9688,3N,S1 p
8597.059,1N,S1
8598.17,-3d?,T1
8598.8368,3,Fe
8601.03,-3,T1
8602.18,-3,07
8602.77,-3,Ti?p
8603.82,-2,07
8604.92,-3,07
8605.74,-3,Atm?
8606.0,-3,S1
8606.383,-2,N1
8728.024,4,S1
8728.604,/a,Si
8729.171,1,Fe P
8730.22,-3,©
8734.74,-3,T1
8736.04,10N,Mg
8737.4,-2,Mn
8738.76,-3N,Atm?
8739.5,-3,Atm?
8740.24,-3,Atm?
8740.85,Od,Mn
8741.68,-2,Atm?
8742.466,6N,S1
8743.53,-3,07
8745.34,-2,of
8745.81,-2,
8747.4388,0,Fe
8747.85,-3,
8750.57,-3N,
8751.198,1N,S1 P
8752.025,6N,S1
8753.11,-3N,oT
8755.75,-2,©
8757.199,4,Fe
8758.466,-2,Atm?
8759.66,-3,oT
8761.28,-3,of
8763.978,6,Fe
8764.94,-3NN,
8766.417,-1,S1
8766.68,-2,T1
8767.05,-2,
8767.68,-3Nd?,Fe p
8770.681,O,N1
8771.86,-2N,©
8772.57,-1,
8772.884,5,Al
8773.9068,6,Al
8778.68,,T1
8778.82,,©
8779.08,-3,Fe P
8779.72,-2,
8780.17,-2,of
8780.757,3,©
8784.4448,1,Fe
8790.4548,6,Fe
8792.95,-1,
8793.3508,6,Fe
8796.491,2,Fe
8798.07,-3,Fe p
8798.55,-2N,
8798.96,-2,
8799.942,-1,Atm
8800.56,,Y
8801.05,,©
8801.81,,Fe p
8802.13,-2,07
8802.92,,o
8803.397,-1,Atm
8803.52,,o
8803.82,,
8804.637,3,Fe
8805.19,-1,Fe P
8806.775,14,Mg
8808.173,a,Fe
8808.8,-2N,©
8809.406,1,N1
8809.825,-2N,
8811.704,-1,Atm?
8812.98,-3,
8814.31,-3d?,-Fe?
8816.876,-1,Fe p
8818.78,-3,
8819.16,-3,Co
8819.35,,T1
8819.51,ON,Fe p
8820.231,-1,Atm
8822.38,-2,
8824.2348,10,Fe
8828.103,-1,Fe p
8828.87,-2,Al
8831.241,-2,Atm
8832.953,-1,©
8834.025,-1,Fe p
8835.54,0,Atm
8835.79,0,Atm
8836.4,-2,
8837.05,-2,
8838.441,6,Fe
8839.81,-2,O
8841.23,-1N,Al
8842.6,-2,©
8843.52,-2,
8844.56,-2,
8844.83,-2,
8845.42,-2,
8846.03,-2,Atm?
8846.75,3,Fe
8847.15,,©
8847.59,,
8848.47,,
8849.96,,o
8850.71,-3,Co?
8850.87,,o
8852.351,1N,Atm
8853.35,,o
8854.1,,©
8855.35,,T1
8855.84,,©
8857.294,1,Atm
8857.678,1,Atm
8858.816,2N,Atm
8859.99,-1,©
8860.78,-1,
8861.95,-1,Atm?
8862.06,o,©
8862.563,3,N1
8863.588,1,Fe
8866.255,1,Atm
8866.943,9,Fe
8868.444,3,Fe
8869.049,o,Atm
8872.347,o,Atm
8873.38,ON,©
8874.478,1N,-S?
8875.28,-1,
8876.03,1,Fe
8877.04,-1,N1
8877.55,-1,
8878.271,1,Fe p
8878.775,o,Fe p
8879.3165,4,Atm
8880.69,-1N,S
8882.15,1N,Atm
8883.68,o,S1
8884.24,-1,S
8885.03,,
8887.07,-1N,Fe p
8891.412,1,Atm
8892.11,-1,Fe p
8892.738,4,S1
8893.75,-1,
8894.48,O,
8895.98,-1,Fe p
8896.607,2,of Atm?
8897.892,o,
8898.99,1,Atm
8899.222,2,S17
8900.626,2,Atm
8902.926,-1,Fe p
8903.7,-1,
8905.989,1,Fe p
8907.245,1N,
8907.538,1,
8909.08,-1,
8911.01,1N,
8912.101,7,CaII
8915.901,-1ns,0?
8916.879,-1,
8917.506,1,Atm
8918.643,-1,07
8919.55,-1,Atm?
8920.036,3,Fe
8921.632,0,Atm
8922.643,0,Fe p
8923.57,3,Al
8925.288,1,S1
8925.91,-3,Cr-
8926.881,0,Atm
8927.392,7,CaII
8929.072,6,Fe
8929.476,-2,Atm
8930.27,4,Atm
8930.82,-3d,Atm?
8931.76,-1,Fe p
8932.36,-2N,
8932.97,,©
8934.075,8,Atm
8935.89,-1,Atm
8940.208,4,Atm
8940.585,2,Atm
8941.667,-1,o
8942.338,3,Atm
8943.058,2,Fe
8944.21,1,Atm
8945.198,5,Fe
8946.336,8nl,Atm-
8946.878,4,Atm
8947.197,0,Cr
8948.615,3,Atm
8948.908,0,Atm
8949.06,2N,S1
8950.217,-1,Fe p
8950.744,1,Atm
8951.75,2,Atm
8952.18,3,Atm
8953.1,-2N,©
8953.62,-2N,©
8953.89,-2,©
8954.313,5,Atm
8954.967,9,Atm
8956.3,-3,Fe p
8956.71,-1,Atm
8957.72,-1,Atm
8958.0,-3,Atm?
8958.402,4,Atm
8959.86,-3N,Fe p
8960.67,-2N,©
8961.31,-3,o
8961.66,-2,©
8962.34,6,Atm
8962.59,6,Atm
8963.492,4,Atm
8965.467,5,Atm
8965.94,-1,N1
8966.406,4,Atm
8967.59,-3,Fe p
8967.72,0,©
8968.2,1,N1
8969.03,0,Atm
8971.09,2,Atm
8971.56,9d,Atm
8973.891,1,Atm
8974.261,2,Atm
8974.783,3,Atm
8975.413,1,Fe
8976.4243,1,Atm
8976.88,-1,Cr
8978.16,-2,Fe p
8979.23,-1,TiII?p
8980.488,9,Atm
8980.643,9,Atm
8981.428,-1,Atm C?
8983.83,-3,of
8984.361,-2,Atm
8984.898,1,Fe
8986.6,5,Atm
8987.37,3,Atm
8987.65,10,Atm
8988.157,1,Atm
8989.08,3,Atm
8989.544,1,Atm
8990.83,6,Atm
8991.7,5,Atm
8992.014,5,Atm
8993.043,0,Atm
8993.27,-3,of
8993.6,-3,0?
8993.98,-3,c?
8994.66,-3d,Fe p
8997.16,0,Mg?
8998.885,-2,Atm
8999.58,3,Fe
9000.23,9,Atm
9000.72,4,Atm
9003.61,6,Atm
9003.905,6,Atm
9005.73,-1,Atm
9006.81,1,Atm
9007.1,1,Atm
9007.54,3,Atm
9007.8,0,Atm
9008.52,4,Fe-
9009.047,2,Atm
9009.835,3,Cr
9010.573,1,Fe
9011.886,9,Atm
9013.506,-1,Atm
9013.98,0,Fe
9014.92,-2NN,H
9016.08,-2,Atm
9016.736,(30),Atm
9018.09,3,Atm
9019.77,0,Fe
9020.22,-1,Atm o
9021.57,3,Cr
9022.03,0,©
9022.638,8,Atm
9024.38,2,Fe
9024.7,-1,Fe p
9025.29,0,Atm
9027.36,-1,T1
9027.89,-3NN,-T1II7p
9028.17,,c
9029.391,3,Atm
9030.31,-2,Atm
9030.75,0,Fe
9031.395,4,Atm
9032.15,-3,Atm
9034.911,1,Atm
9035.88,0,Cr
9035.907,9,Atm
9036.72,-2N,Fe
9037.76,-2N,0?
9038.79,-2N,Fe p
9040.088,2,Atm
9041.124,1,Atm
9042.28,2,Atm
9042.856,4,Atm
9047.412,2,Atm
9048.536,1,Atm
9051.07,2,Atm
9051.47,1,©
9052.974,7,Atm
9054.3,-3,Atm
9057.11,-3,Atm
9058.31,-3,Atm
9060.434,6,Atm
9061.443,7,C
9061.896,1,Atm
9062.26,1,Fc
9062.48,3,C
9062.696,5,Atm
9064.006,5d,Atm
9065.452,-1,Atm
9065.94,-3,Atm
9067.654,-1,Atm
9069.126,12,Atm
9070.416,1,Fe
9071.958,12,Atm
9073.134,1,Atm
9074.306,7,Atm
9078.28,7,C
9079.0,2,Atm
9079.413,2nl,Atm-
9079.847,7,Atm
9080.532,1Ns,Fe-
9081.307,7,Atm
9083.34,-2N,©
9084.22,-2,Fe p
9085.451,3,Atm
9086.607,4,Atm
9087.046,7,Atm
9088.391,11nl,Fe-
9089.422,3,Fc
9089.835,2,Atm
9090.34,:,Atm
9090.72,,T1
9091.47,-1N,
9092.4833,5,Atm
9093.779,5,Atm
9094.82,8,C
9095.12,1,Atm
9095.369,3,Atm
9098.47,3ns,C? Atm
9099.22,-2,Ca?p
9099.774,7,Atm
9100.521,6,Atm
9101.52,-1,Atm
9102.95,-2,©
9103.67,0,Fe
9105.399,7,Atm
9106.223,3,Atm
9106.86,0,Atm
9107.092,1,Atm
9107.398,3,Atm
9108.024,0,Atm
9108.342,4,Atm
9109.38,-2N,C?
9110.47,0,Atm
9111.14,-2N,Atm
9111.877,9,C
9112.19,-2,Fe p
9113.939,0,Atm
9114.34,-2N,©
9115.644,3,Atm
9116.26,1,Fe
9116.94,2N,Atm
9117.08,-1,Fe
9117.341,-1,Atm
9118.009,5,Atm
9118.92,15,Atm
9120.05,-3,Atm
9120.76,-1,Atm
9123.968,0,Atm
9124.262,1,Atm
9124.826,1nl,Atm
9126.612,-2,Atm
9127.115,-3,Atm
9127.831,3,Atm
9128.391,-1,Atm
9128.619,3,Atm
9129.21,-1,Atm
9129.856,3,Atm
9130.603,12,Atm
9132.443,3,Atm
9134.275,3,Atm
9134.789,2,Atm
9135.152,0,Atm
9135.998,5,Atm
9136.569,7,Atm
9137.062,5,Atm
9139.775,-1,Atm
9140.12,-3,CN
9140.457,1,Atm
9141.119,0,Atm
9142.659,1N,Atm
9143.293,-1,Atm
9143.507,-1,Atm
9144.134,1,Atm
9144.56,1,Atm
9145.646,-1,Atm
9146.16,3,Fe
9146.81,-2,Atm
9146.997,-2,Atm
9147.75,-1,Fe
9148.0,0,Fe
9148.645,Onl,Atm
9150.046,4,Atm
9150.8,:,Atm
9151.719,2,Atm
9152.067,a,Atm
9152.606,8d,Atm
9153.18,7,Atm
9154.122,-1N,Na?
9155.3,5,Atm
9155.69,8,Atm
9155.98,1,0?
9156.26,0,Fe p
9156.75,3,Atm
9156.93,-1,Fe
9157.68,-3,Atm
9158.01,-3,Atm
9158.694,-3N,Atm
9159.84,-2,Atm?
9160.091,4,Atm
9160.904,4,Atm
9162.23,-2,Atm
9162.589,inl,Atm
9163.859,1,Atm
9164.196,1,Atm
9164.57,1,Fe
9166.39,-3,Fe?
9167.293,0,Atm
9167.926,5,Atm
9168.769,2,Atm
9169.353,3,Atm
9170.17,-3,C?
9170.672,-1,Atm
9171.02,-2,Atm
9171.55,-2,Atm
9171.76,-1,Atm
9172.484,3,Atm
9172.892,2,Atm
9173.12,-2,Fe p
9173.73,-1,Fe
9174.12,15,Atm
9174.34,4,Atm
9174.82,-2,Atm
9175.249,5,Atm
9176.02,-2,Atm
9176.48,-3,Atm
9176.898,7,Atm
9178.5345,3,Atm
9179.294,-2,Atm
9181.203,3,Atm
9182.063,-1,Atm
9183.461,2d?,Atm
9184.402,7,Atm
9184.965,7,Atm
9186.476,ON,Atn
9187.237,-3,Atm
9187.81,-3,Atm
9188.346,-3,c
9190.208,3,Atm
9191.598,1,Atm
9192.568,5,Atm
9193.45,-3,Atm
9195.368,9,Atm
9196.017,5,Atm
9197.37,-3N,At.r?
9198.5,-3,of
9199.1,1,Atm
9199.39,-2,Fe
9200.23,-3,07
9200.55,-3,0?
9200.87,-3,Atm
9201.97,-3N,07
9203.21,-3d?,Fe p
9204.445,-1,Atm
9205.584,3,Atm
9206.836,2,Atm
9207.856,2,Atm
9208.31,0,Cr?
9208.598,2,Atm
9209.427,-3,Atm
9210.036,3,Fe
9210.72,-3N,Atm
9212.838,5,Atm
9213.74,-3,Atm
9214.649,7nl,Atm
9215.555,-1,Atm
9217.015,2,Atm
9217.276,7d,Atm
9218.251,3,MgII p
9219.54,-3N,Atm
9220.41,-3,©
9222.015,3,Atm
9223.99,-1,o
9224.53,-2Nd?,o
9225.0063,6,Atm
